id,status_group
27327,functional
1560,functional needs repair
17690,functional
20219,functional
69313,functional
56937,non functional
3115,functional
36641,functional needs repair
27732,functional needs repair
11928,non functional
46053,non functional
26148,functional
17251,functional
23605,functional
33636,non functional
12331,non functional
48805,non functional
56077,non functional
38407,non functional
47060,functional
31116,non functional
2669,non functional
48810,functional
37777,functional
59055,functional
33927,functional
20070,non functional
40906,functional
45808,functional
61310,functional
8819,functional
6314,functional
52407,non functional
26856,non functional
33047,functional
32975,non functional
62898,non functional
34728,non functional
65417,functional
71512,functional
55705,non functional
60729,functional
51182,functional
13776,functional
41528,non functional
5320,functional
1184,non functional
62440,functional
29532,non functional
74004,functional
12786,functional
56660,functional
49644,non functional
62404,functional
73536,non functional
54298,non functional
8823,functional
32167,non functional
60640,functional
57010,functional
3384,non functional
53767,functional needs repair
38279,functional
43436,functional
39310,non functional
70999,non functional
21120,functional
73587,functional
32351,non functional
6584,non functional
3527,functional
5065,non functional
28210,functional
65819,functional needs repair
14679,functional
57956,functional
49482,non functional
3840,functional
5613,functional
31602,non functional
3566,non functional
14540,functional
52274,non functional
59412,functional
42651,functional
25382,functional
8204,functional
55300,non functional
12474,functional
64493,functional
19893,non functional
27076,non functional
72609,functional
18147,non functional
73087,functional
55372,functional
38987,functional
71959,non functional
59690,functional
18998,non functional
48977,functional
34811,non functional
27668,non functional
70782,functional
60866,non functional
73348,functional
19155,functional
47660,functional
29639,functional
6705,non functional
41888,functional
32225,functional
21694,non functional
52562,non functional
31690,functional
39364,functional needs repair
39559,non functional
61828,functional needs repair
56503,functional
45425,non functional
26865,non functional
68860,functional
39803,functional
52758,functional needs repair
60147,functional
3814,non functional
25971,functional
70147,non functional
56737,functional
30344,non functional
1443,functional
19304,non functional
2386,functional
72260,functional
11689,functional
17074,non functional
20498,non functional
72221,functional
69487,non functional
61749,functional
34116,functional
42436,non functional
10123,functional
17582,functional
19014,non functional
63685,functional
30184,functional
1608,non functional
42210,non functional
61315,functional
34109,functional
50956,functional
393,functional
70572,non functional
53599,non functional
13071,non functional
63933,functional
41446,functional
66339,functional
71966,functional
54413,non functional
51548,functional
56979,non functional
60892,functional
31884,non functional
39882,functional
53695,non functional
35100,non functional
49369,non functional
64740,functional needs repair
43592,functional
32978,functional
33629,non functional
57282,non functional
32345,functional
49568,functional needs repair
12975,non functional
50293,functional
32221,functional
56178,functional
34760,non functional
13391,functional
23373,functional
25112,functional
27465,non functional
35662,non functional
39313,non functional
23032,functional needs repair
50769,non functional
2343,functional needs repair
56868,functional
56091,functional
29501,functional
28865,functional
14204,non functional
19360,functional
68385,functional
65225,functional
69673,non functional
73558,non functional
30073,non functional
56491,non functional
8946,functional
58087,functional
53655,non functional
65979,functional
70555,non functional
42425,functional
48876,functional
53801,functional needs repair
22867,functional needs repair
35823,non functional
44469,non functional
11792,functional
37905,functional
26563,non functional
13689,functional
18880,non functional
46309,functional
31961,non functional
1715,functional needs repair
179,functional needs repair
24408,functional
35738,functional
21413,non functional
